Year,Season,PlotID,Species,PlantID,Biomass
2015,Fall,212,Achnatherum hymenoides,195,2.465130292
2015,Fall,212,Achnatherum hymenoides,197,0.644936726
2015,Fall,212,Achnatherum hymenoides,199,0.958551934
2015,Fall,221,Achnatherum hymenoides,150,0.68331539
2015,Fall,221,Achnatherum hymenoides,185,3.019452401
2015,Fall,221,Achnatherum hymenoides,186,2.541422715
2015,Fall,221,Achnatherum hymenoides,188,0.205781897
2015,Fall,221,Achnatherum hymenoides,189,0.850863954
2015,Fall,222,Achnatherum hymenoides,145,-0.005718157
2015,Fall,222,Achnatherum hymenoides,147,1.031053913
2015,Fall,222,Achnatherum hymenoides,170,0.737748195
2015,Fall,222,Achnatherum hymenoides,171,1.234122486
2015,Fall,222,Achnatherum hymenoides,179,0.958396863
2015,Fall,231,Achnatherum hymenoides,163,0.965831148
2015,Fall,231,Achnatherum hymenoides,164,0.297484487
2015,Fall,231,Achnatherum hymenoides,166,1.614133639
2015,Fall,231,Achnatherum hymenoides,167,0.571631252
2015,Fall,231,Achnatherum hymenoides,190,1.137218011
2015,Fall,232,Achnatherum hymenoides,141,0.662736159
2015,Fall,232,Achnatherum hymenoides,142,6.224226087
2015,Fall,232,Achnatherum hymenoides,143,0.30737763
2015,Fall,232,Achnatherum hymenoides,144,0.533006377
2015,Fall,232,Achnatherum hymenoides,187,0.463583318
2015,Fall,311,Achnatherum hymenoides,278,1.772528334
2015,Fall,311,Achnatherum hymenoides,283,-0.005718157
2015,Fall,311,Achnatherum hymenoides,289,0.899035817
2015,Fall,311,Achnatherum hymenoides,292,1.948981616
2015,Fall,311,Achnatherum hymenoides,294,3.108254476
2015,Fall,312,Achnatherum hymenoides,232,0.798481757
2015,Fall,312,Achnatherum hymenoides,268,1.052192955
2015,Fall,312,Achnatherum hymenoides,273,0.223639081
2015,Fall,312,Achnatherum hymenoides,285,0.757760015
2015,Fall,312,Achnatherum hymenoides,290,1.396223979
2015,Fall,321,Achnatherum hymenoides,231,0.39745852
2015,Fall,321,Achnatherum hymenoides,238,0.418518667
2015,Fall,321,Achnatherum hymenoides,277,0.983789589
2015,Fall,321,Achnatherum hymenoides,281,2.669956475
2015,Fall,321,Achnatherum hymenoides,297,1.232300815
2015,Fall,322,Achnatherum hymenoides,270,0.605434984
2015,Fall,322,Achnatherum hymenoides,274,3.134966598
2015,Fall,322,Achnatherum hymenoides,276,0.401289069
2015,Fall,322,Achnatherum hymenoides,284,1.152511886
2015,Fall,322,Achnatherum hymenoides,286,0.877100689
2015,Fall,331,Achnatherum hymenoides,256,1.159357522
2015,Fall,331,Achnatherum hymenoides,265,0.57918911
2015,Fall,331,Achnatherum hymenoides,266,0.246947081
2015,Fall,331,Achnatherum hymenoides,293,2.47780212
2015,Fall,331,Achnatherum hymenoides,299,2.618515049
2015,Fall,332,Achnatherum hymenoides,251,0.92763429
2015,Fall,332,Achnatherum hymenoides,255,0.088711575
2015,Fall,332,Achnatherum hymenoides,287,0.312976634
2015,Fall,332,Achnatherum hymenoides,291,1.142328942
2015,Fall,332,Achnatherum hymenoides,298,0.041881406
2015,Fall,411,Achnatherum hymenoides,104,1.790015451
2015,Fall,411,Achnatherum hymenoides,173,0.226389845
2015,Fall,411,Achnatherum hymenoides,175,0.13770227
2015,Fall,411,Achnatherum hymenoides,201,0.450780982
2015,Fall,411,Achnatherum hymenoides,226,2.380999273
2015,Fall,412,Achnatherum hymenoides,162,2.548688085
2015,Fall,412,Achnatherum hymenoides,176,1.53795503
2015,Fall,412,Achnatherum hymenoides,178,1.443064738
2015,Fall,412,Achnatherum hymenoides,184,0.611675506
2015,Fall,412,Achnatherum hymenoides,203,0.890885354
2015,Fall,421,Achnatherum hymenoides,200,0.162450489
2015,Fall,421,Achnatherum hymenoides,206,0.192753782
2015,Fall,421,Achnatherum hymenoides,210,1.447365554
2015,Fall,421,Achnatherum hymenoides,215,3.921770928
2015,Fall,421,Achnatherum hymenoides,219,1.788711598
2015,Fall,422,Achnatherum hymenoides,209,1.920399749
2015,Fall,422,Achnatherum hymenoides,223,1.076079395
2015,Fall,422,Achnatherum hymenoides,224,0.747838027
2015,Fall,422,Achnatherum hymenoides,225,0.788474655
2015,Fall,422,Achnatherum hymenoides,227,0.876749252
2015,Fall,431,Achnatherum hymenoides,161,0.555820834
2015,Fall,431,Achnatherum hymenoides,216,1.168646981
2015,Fall,431,Achnatherum hymenoides,242,0.635750922
2015,Fall,431,Achnatherum hymenoides,262,0.552718406
2015,Fall,431,Achnatherum hymenoides,282,0.932712131
2015,Fall,432,Achnatherum hymenoides,124,0.379634077
2015,Fall,432,Achnatherum hymenoides,146,0.873443676
2015,Fall,432,Achnatherum hymenoides,165,1.072768583
2015,Fall,432,Achnatherum hymenoides,177,0.141474212
2015,Fall,432,Achnatherum hymenoides,214,0.190160915
2015,Fall,511,Achnatherum hymenoides,218,1.783367802
2015,Fall,511,Achnatherum hymenoides,220,3.203889257
2015,Fall,511,Achnatherum hymenoides,241,0.979779399
2015,Fall,511,Achnatherum hymenoides,243,1.982890143
2015,Fall,511,Achnatherum hymenoides,245,2.909872414
2015,Fall,512,Achnatherum hymenoides,125,0.520216037
2015,Fall,512,Achnatherum hymenoides,196,1.692432977
2015,Fall,512,Achnatherum hymenoides,198,1.121575571
2015,Fall,512,Achnatherum hymenoides,228,0.449742614
2015,Fall,512,Achnatherum hymenoides,229,0.710235095
2015,Fall,521,Achnatherum hymenoides,204,2.192715273
2015,Fall,521,Achnatherum hymenoides,207,2.680957522
2015,Fall,521,Achnatherum hymenoides,208,2.257472864
2015,Fall,521,Achnatherum hymenoides,212,0.136191469
2015,Fall,521,Achnatherum hymenoides,230,0.840474163
2015,Fall,522,Achnatherum hymenoides,159,3.308697739
2015,Fall,522,Achnatherum hymenoides,168,1.878134027
2015,Fall,522,Achnatherum hymenoides,191,0.791661616
2015,Fall,522,Achnatherum hymenoides,213,1.138649269
2015,Fall,522,Achnatherum hymenoides,217,1.106922537
2015,Fall,531,Achnatherum hymenoides,116,2.008794831
2015,Fall,531,Achnatherum hymenoides,151,0.923675978
2015,Fall,531,Achnatherum hymenoides,205,0.513253389
2015,Fall,531,Achnatherum hymenoides,221,2.211894676
2015,Fall,531,Achnatherum hymenoides,222,0.954771022
2015,Fall,532,Achnatherum hymenoides,154,1.194209497
2015,Fall,532,Achnatherum hymenoides,172,0.757270241
2015,Fall,532,Achnatherum hymenoides,180,0.28668187
2015,Fall,532,Achnatherum hymenoides,194,0.135640745
2015,Fall,532,Achnatherum hymenoides,202,0.313298121
2015,Fall,611,Achnatherum hymenoides,122,0.391592779
2015,Fall,611,Achnatherum hymenoides,155,1.422040153
2015,Fall,611,Achnatherum hymenoides,160,1.165569081
2015,Fall,611,Achnatherum hymenoides,235,1.339936533
2015,Fall,611,Achnatherum hymenoides,247,1.549380346
2015,Fall,612,Achnatherum hymenoides,279,1.482963409
2015,Fall,612,Achnatherum hymenoides,280,0.376803884
2015,Fall,612,Achnatherum hymenoides,288,0.164325857
2015,Fall,612,Achnatherum hymenoides,295,1.695370014
2015,Fall,612,Achnatherum hymenoides,296,0.554593745
2015,Fall,621,Achnatherum hymenoides,252,2.791105579
2015,Fall,621,Achnatherum hymenoides,254,2.036342037
2015,Fall,621,Achnatherum hymenoides,260,2.467382754
2015,Fall,621,Achnatherum hymenoides,264,0.863114827
2015,Fall,621,Achnatherum hymenoides,267,2.031671964
2015,Fall,622,Achnatherum hymenoides,126,0.203999448
2015,Fall,622,Achnatherum hymenoides,156,0.680083969
2015,Fall,622,Achnatherum hymenoides,169,0.228472392
2015,Fall,622,Achnatherum hymenoides,234,1.226490464
2015,Fall,622,Achnatherum hymenoides,239,1.149285903
2015,Fall,631,Achnatherum hymenoides,253,2.0608759
2015,Fall,631,Achnatherum hymenoides,257,0.511938702
2015,Fall,631,Achnatherum hymenoides,258,2.254154637
2015,Fall,631,Achnatherum hymenoides,261,1.033243312
2015,Fall,631,Achnatherum hymenoides,263,1.388493506
2015,Fall,632,Achnatherum hymenoides,193,0.205978507
2015,Fall,632,Achnatherum hymenoides,244,0.773583808
2015,Fall,632,Achnatherum hymenoides,246,0.386751764
2015,Fall,632,Achnatherum hymenoides,248,0.539871349
2015,Fall,632,Achnatherum hymenoides,249,1.182712851
2016,Fall,111,Achnatherum hymenoides,107,0.986560315
2016,Fall,111,Achnatherum hymenoides,108,2.96724389
2016,Fall,111,Achnatherum hymenoides,110,2.008609088
2016,Fall,111,Achnatherum hymenoides,119,4.809354172
2016,Fall,111,Achnatherum hymenoides,129,0.666999925
2016,Fall,112,Achnatherum hymenoides,101,1.41078609
2016,Fall,112,Achnatherum hymenoides,102,1.067996684
2016,Fall,112,Achnatherum hymenoides,103,0.60644345
2016,Fall,112,Achnatherum hymenoides,111,1.16355205
2016,Fall,112,Achnatherum hymenoides,139,0.248352702
2016,Fall,121,Achnatherum hymenoides,112,1.054069888
2016,Fall,121,Achnatherum hymenoides,115,1.653232782
2016,Fall,121,Achnatherum hymenoides,128,1.507998733
2016,Fall,121,Achnatherum hymenoides,132,3.82539574
2016,Fall,121,Achnatherum hymenoides,136,1.563593812
2016,Fall,122,Achnatherum hymenoides,105,0.196514292
2016,Fall,122,Achnatherum hymenoides,106,1.099099028
2016,Fall,122,Achnatherum hymenoides,109,2.109351822
2016,Fall,122,Achnatherum hymenoides,114,0.838728676
2016,Fall,122,Achnatherum hymenoides,140,5.255711433
2016,Fall,131,Achnatherum hymenoides,113,0.561650325
2016,Fall,131,Achnatherum hymenoides,117,0.271498559
2016,Fall,131,Achnatherum hymenoides,120,0.879255248
2016,Fall,131,Achnatherum hymenoides,123,1.214436481
2016,Fall,131,Achnatherum hymenoides,135,0.167636382
2016,Fall,132,Achnatherum hymenoides,131,0.357116139
2016,Fall,132,Achnatherum hymenoides,133,-0.005718157
2016,Fall,132,Achnatherum hymenoides,134,0.654359188
2016,Fall,132,Achnatherum hymenoides,137,5.082692698
2016,Fall,132,Achnatherum hymenoides,138,2.604277472
2016,Fall,211,Achnatherum hymenoides,148,0.781484845
2016,Fall,211,Achnatherum hymenoides,149,3.902282389
2016,Fall,211,Achnatherum hymenoides,174,1.235763047
2016,Fall,211,Achnatherum hymenoides,182,6.363940233
2016,Fall,211,Achnatherum hymenoides,183,1.407047361
2016,Fall,212,Achnatherum hymenoides,118,3.776563502
2016,Fall,212,Achnatherum hymenoides,192,0.669547141
2016,Fall,212,Achnatherum hymenoides,195,3.065935283
2016,Fall,212,Achnatherum hymenoides,197,0.340732058
2016,Fall,212,Achnatherum hymenoides,199,0.69069905
2016,Fall,221,Achnatherum hymenoides,150,0.523575771
2016,Fall,221,Achnatherum hymenoides,185,2.329768755
2016,Fall,221,Achnatherum hymenoides,186,2.979384046
2016,Fall,221,Achnatherum hymenoides,188,0.419155138
2016,Fall,221,Achnatherum hymenoides,189,0.944758666
2016,Fall,222,Achnatherum hymenoides,145,-0.005718157
2016,Fall,222,Achnatherum hymenoides,147,0.902706468
2016,Fall,222,Achnatherum hymenoides,170,0.364617341
2016,Fall,222,Achnatherum hymenoides,171,0.335606224
2016,Fall,222,Achnatherum hymenoides,179,0.772539345
2016,Fall,231,Achnatherum hymenoides,163,0.390380269
2016,Fall,231,Achnatherum hymenoides,164,0.041126179
2016,Fall,231,Achnatherum hymenoides,166,2.866981992
2016,Fall,231,Achnatherum hymenoides,167,1.005131785
2016,Fall,231,Achnatherum hymenoides,190,0.474188528
2016,Fall,232,Achnatherum hymenoides,141,0.59869893
2016,Fall,232,Achnatherum hymenoides,142,1.995066875
2016,Fall,232,Achnatherum hymenoides,143,0.593214021
2016,Fall,232,Achnatherum hymenoides,144,0.24290542
2016,Fall,232,Achnatherum hymenoides,187,0.319852897
2016,Fall,311,Achnatherum hymenoides,278,2.324407093
2016,Fall,311,Achnatherum hymenoides,283,-0.005718157
2016,Fall,311,Achnatherum hymenoides,289,2.140340235
2016,Fall,311,Achnatherum hymenoides,292,2.337571924
2016,Fall,311,Achnatherum hymenoides,294,4.683443105
2016,Fall,312,Achnatherum hymenoides,232,0.753228219
2016,Fall,312,Achnatherum hymenoides,268,0.864270259
2016,Fall,312,Achnatherum hymenoides,273,0.367096638
2016,Fall,312,Achnatherum hymenoides,285,0.648014504
2016,Fall,312,Achnatherum hymenoides,290,3.713821233
2016,Fall,321,Achnatherum hymenoides,231,0.480520757
2016,Fall,321,Achnatherum hymenoides,238,0.047973858
2016,Fall,321,Achnatherum hymenoides,277,1.028529396
2016,Fall,321,Achnatherum hymenoides,281,2.387045083
2016,Fall,321,Achnatherum hymenoides,297,1.492452166
2016,Fall,322,Achnatherum hymenoides,270,0.827362791
2016,Fall,322,Achnatherum hymenoides,274,1.621937567
2016,Fall,322,Achnatherum hymenoides,276,0.26500387
2016,Fall,322,Achnatherum hymenoides,284,1.349851217
2016,Fall,322,Achnatherum hymenoides,286,0.804734805
2016,Fall,331,Achnatherum hymenoides,256,0.566812448
2016,Fall,331,Achnatherum hymenoides,265,-0.005718157
2016,Fall,331,Achnatherum hymenoides,266,-0.005718157
2016,Fall,331,Achnatherum hymenoides,293,0.732704579
2016,Fall,331,Achnatherum hymenoides,299,-0.005718157
2016,Fall,332,Achnatherum hymenoides,251,0.986560315
2016,Fall,332,Achnatherum hymenoides,255,-0.005718157
2016,Fall,332,Achnatherum hymenoides,287,0.17074857
2016,Fall,332,Achnatherum hymenoides,291,0.896506486
2016,Fall,332,Achnatherum hymenoides,298,-0.005718157
2016,Fall,411,Achnatherum hymenoides,104,1.104986176
2016,Fall,411,Achnatherum hymenoides,173,0.111404346
2016,Fall,411,Achnatherum hymenoides,175,0.046118089
2016,Fall,411,Achnatherum hymenoides,201,0.283752226
2016,Fall,411,Achnatherum hymenoides,226,3.166105407
2016,Fall,412,Achnatherum hymenoides,162,4.691190888
2016,Fall,412,Achnatherum hymenoides,176,1.892381488
2016,Fall,412,Achnatherum hymenoides,178,0.707709646
2016,Fall,412,Achnatherum hymenoides,184,0.511961397
2016,Fall,412,Achnatherum hymenoides,203,1.846233321
2016,Fall,421,Achnatherum hymenoides,200,-0.005718157
2016,Fall,421,Achnatherum hymenoides,206,0.119784416
2016,Fall,421,Achnatherum hymenoides,210,1.438443723
2016,Fall,421,Achnatherum hymenoides,215,0.440889069
2016,Fall,421,Achnatherum hymenoides,219,1.650203912
2016,Fall,422,Achnatherum hymenoides,209,0.788221576
2016,Fall,422,Achnatherum hymenoides,223,1.010423368
2016,Fall,422,Achnatherum hymenoides,224,0.529114296
2016,Fall,422,Achnatherum hymenoides,225,1.295999377
2016,Fall,422,Achnatherum hymenoides,227,1.057841085
2016,Fall,431,Achnatherum hymenoides,161,0.042135689
2016,Fall,431,Achnatherum hymenoides,216,-0.005718157
2016,Fall,431,Achnatherum hymenoides,242,-0.005718157
2016,Fall,431,Achnatherum hymenoides,262,-0.005718157
2016,Fall,431,Achnatherum hymenoides,282,1.171500705
2016,Fall,432,Achnatherum hymenoides,124,-0.005718157
2016,Fall,432,Achnatherum hymenoides,146,0.042189128
2016,Fall,432,Achnatherum hymenoides,165,1.931735304
2016,Fall,432,Achnatherum hymenoides,177,-0.005718157
2016,Fall,432,Achnatherum hymenoides,214,-0.005718157
2016,Fall,511,Achnatherum hymenoides,218,1.270171141
2016,Fall,511,Achnatherum hymenoides,220,2.254026966
2016,Fall,511,Achnatherum hymenoides,241,0.887523008
2016,Fall,511,Achnatherum hymenoides,243,0.405707363
2016,Fall,511,Achnatherum hymenoides,245,2.072979112
2016,Fall,512,Achnatherum hymenoides,125,0.562968986
2016,Fall,512,Achnatherum hymenoides,196,1.440130187
2016,Fall,512,Achnatherum hymenoides,198,1.147918243
2016,Fall,512,Achnatherum hymenoides,228,0.257525864
2016,Fall,512,Achnatherum hymenoides,229,0.545168047
2016,Fall,521,Achnatherum hymenoides,204,1.526967813
2016,Fall,521,Achnatherum hymenoides,207,2.279664966
2016,Fall,521,Achnatherum hymenoides,208,2.891429735
2016,Fall,521,Achnatherum hymenoides,212,-0.005718157
2016,Fall,521,Achnatherum hymenoides,230,0.803074011
2016,Fall,522,Achnatherum hymenoides,159,4.282749258
2016,Fall,522,Achnatherum hymenoides,168,1.455116344
2016,Fall,522,Achnatherum hymenoides,191,1.152584774
2016,Fall,522,Achnatherum hymenoides,213,2.404601019
2016,Fall,522,Achnatherum hymenoides,217,0.815106444
2016,Fall,531,Achnatherum hymenoides,116,0.282416202
2016,Fall,531,Achnatherum hymenoides,151,1.024984025
2016,Fall,531,Achnatherum hymenoides,205,-0.005718157
2016,Fall,531,Achnatherum hymenoides,221,1.345038305
2016,Fall,531,Achnatherum hymenoides,222,-0.005718157
2016,Fall,532,Achnatherum hymenoides,154,1.287354749
2016,Fall,532,Achnatherum hymenoides,172,0.932524479
2016,Fall,532,Achnatherum hymenoides,180,-0.005718157
2016,Fall,532,Achnatherum hymenoides,194,-0.005718157
2016,Fall,532,Achnatherum hymenoides,202,0.38007628
2016,Fall,611,Achnatherum hymenoides,122,0.546941729
2016,Fall,611,Achnatherum hymenoides,155,2.526466493
2016,Fall,611,Achnatherum hymenoides,160,1.673160148
2016,Fall,611,Achnatherum hymenoides,235,1.423405173
2016,Fall,611,Achnatherum hymenoides,247,0.764333921
2016,Fall,612,Achnatherum hymenoides,279,0.97850512
2016,Fall,612,Achnatherum hymenoides,280,0.401152337
2016,Fall,612,Achnatherum hymenoides,288,0.177468238
2016,Fall,612,Achnatherum hymenoides,295,3.01324347
2016,Fall,612,Achnatherum hymenoides,296,1.445861479
2016,Fall,621,Achnatherum hymenoides,252,4.688892339
2016,Fall,621,Achnatherum hymenoides,254,1.3286059
2016,Fall,621,Achnatherum hymenoides,260,1.943522452
2016,Fall,621,Achnatherum hymenoides,264,0.857595161
2016,Fall,621,Achnatherum hymenoides,267,1.386602239
2016,Fall,622,Achnatherum hymenoides,126,0.061767801
2016,Fall,622,Achnatherum hymenoides,156,0.262278584
2016,Fall,622,Achnatherum hymenoides,169,0.207023876
2016,Fall,622,Achnatherum hymenoides,234,0.951532476
2016,Fall,622,Achnatherum hymenoides,239,1.052646004
2016,Fall,631,Achnatherum hymenoides,253,1.859053393
2016,Fall,631,Achnatherum hymenoides,257,-0.005718157
2016,Fall,631,Achnatherum hymenoides,258,0.894851158
2016,Fall,631,Achnatherum hymenoides,261,-0.005718157
2016,Fall,631,Achnatherum hymenoides,263,0.101908177
2016,Fall,632,Achnatherum hymenoides,193,0.228141829
2016,Fall,632,Achnatherum hymenoides,244,0.46350609
2016,Fall,632,Achnatherum hymenoides,246,0.469752147
2016,Fall,632,Achnatherum hymenoides,248,0.042395332
2016,Fall,632,Achnatherum hymenoides,249,0.868080772
2017,Fall,111,Achnatherum hymenoides,107,0.672059495
2017,Fall,111,Achnatherum hymenoides,108,1.458366959
2017,Fall,111,Achnatherum hymenoides,110,1.574388053
2017,Fall,111,Achnatherum hymenoides,119,5.481473502
2017,Fall,111,Achnatherum hymenoides,129,0.656792746
2017,Fall,112,Achnatherum hymenoides,101,0.345059367
2017,Fall,112,Achnatherum hymenoides,102,0.615856123
2017,Fall,112,Achnatherum hymenoides,103,0.74885595
2017,Fall,112,Achnatherum hymenoides,111,0.517772624
2017,Fall,112,Achnatherum hymenoides,139,0.091163274
2017,Fall,121,Achnatherum hymenoides,112,0.16396806
2017,Fall,121,Achnatherum hymenoides,115,0.26464224
2017,Fall,121,Achnatherum hymenoides,128,-0.005718157
2017,Fall,121,Achnatherum hymenoides,132,1.034704291
2017,Fall,121,Achnatherum hymenoides,136,-0.005718157
2017,Fall,122,Achnatherum hymenoides,105,-0.005718157
2017,Fall,122,Achnatherum hymenoides,106,-0.005718157
2017,Fall,122,Achnatherum hymenoides,109,-0.005718157
2017,Fall,122,Achnatherum hymenoides,114,-0.005718157
2017,Fall,122,Achnatherum hymenoides,140,0.088724827
2017,Fall,131,Achnatherum hymenoides,113,-0.005718157
2017,Fall,131,Achnatherum hymenoides,117,-0.005718157
2017,Fall,131,Achnatherum hymenoides,120,0.08816519
2017,Fall,131,Achnatherum hymenoides,123,-0.005718157
2017,Fall,131,Achnatherum hymenoides,135,-0.005718157
2017,Fall,132,Achnatherum hymenoides,131,-0.005718157
2017,Fall,132,Achnatherum hymenoides,133,-0.005718157
2017,Fall,132,Achnatherum hymenoides,134,0.091759704
2017,Fall,132,Achnatherum hymenoides,137,0.392421879
2017,Fall,132,Achnatherum hymenoides,138,0.194187796
2017,Fall,211,Achnatherum hymenoides,148,1.031366152
2017,Fall,211,Achnatherum hymenoides,149,1.833034341
2017,Fall,211,Achnatherum hymenoides,174,0.109802747
2017,Fall,211,Achnatherum hymenoides,182,2.311894595
2017,Fall,211,Achnatherum hymenoides,183,-0.005718157
2017,Fall,212,Achnatherum hymenoides,118,1.527228296
2017,Fall,212,Achnatherum hymenoides,192,0.551797854
2017,Fall,212,Achnatherum hymenoides,195,2.635649314
2017,Fall,212,Achnatherum hymenoides,197,-0.005718157
2017,Fall,212,Achnatherum hymenoides,199,-0.005718157
2017,Fall,221,Achnatherum hymenoides,150,0.041290906
2017,Fall,221,Achnatherum hymenoides,185,0.898349478
2017,Fall,221,Achnatherum hymenoides,186,0.596349315
2017,Fall,221,Achnatherum hymenoides,188,0.205534787
2017,Fall,221,Achnatherum hymenoides,189,0.689202925
2017,Fall,222,Achnatherum hymenoides,145,-0.005718157
2017,Fall,222,Achnatherum hymenoides,147,-0.005718157
2017,Fall,222,Achnatherum hymenoides,170,-0.005718157
2017,Fall,222,Achnatherum hymenoides,171,-0.005718157
2017,Fall,222,Achnatherum hymenoides,179,-0.005718157
2017,Fall,231,Achnatherum hymenoides,163,-0.005718157
2017,Fall,231,Achnatherum hymenoides,164,-0.005718157
2017,Fall,231,Achnatherum hymenoides,166,0.315669817
2017,Fall,231,Achnatherum hymenoides,167,0.089170448
2017,Fall,231,Achnatherum hymenoides,190,-0.005718157
2017,Fall,232,Achnatherum hymenoides,141,0.098155629
2017,Fall,232,Achnatherum hymenoides,142,0.139420748
2017,Fall,232,Achnatherum hymenoides,143,0.18893987
2017,Fall,232,Achnatherum hymenoides,144,-0.005718157
2017,Fall,232,Achnatherum hymenoides,187,0.042803918
2017,Fall,311,Achnatherum hymenoides,278,0.751053589
2017,Fall,311,Achnatherum hymenoides,283,-0.005718157
2017,Fall,311,Achnatherum hymenoides,289,1.092788366
2017,Fall,311,Achnatherum hymenoides,292,1.606855148
2017,Fall,311,Achnatherum hymenoides,294,2.135442099
2017,Fall,312,Achnatherum hymenoides,232,0.262126325
2017,Fall,312,Achnatherum hymenoides,268,0.485404383
2017,Fall,312,Achnatherum hymenoides,273,0.49462885
2017,Fall,312,Achnatherum hymenoides,285,1.032885807
2017,Fall,312,Achnatherum hymenoides,290,1.633003017
2017,Fall,321,Achnatherum hymenoides,231,-0.005718157
2017,Fall,321,Achnatherum hymenoides,238,-0.005718157
2017,Fall,321,Achnatherum hymenoides,277,0.050738196
2017,Fall,321,Achnatherum hymenoides,281,0.821757165
2017,Fall,321,Achnatherum hymenoides,297,-0.005718157
2017,Fall,322,Achnatherum hymenoides,270,0.44765407
2017,Fall,322,Achnatherum hymenoides,274,0.605327164
2017,Fall,322,Achnatherum hymenoides,276,-0.005718157
2017,Fall,322,Achnatherum hymenoides,284,0.431539321
2017,Fall,322,Achnatherum hymenoides,286,0.929059857
2017,Fall,331,Achnatherum hymenoides,256,-0.005718157
2017,Fall,331,Achnatherum hymenoides,265,-0.005718157
2017,Fall,331,Achnatherum hymenoides,266,-0.005718157
2017,Fall,331,Achnatherum hymenoides,293,-0.005718157
2017,Fall,331,Achnatherum hymenoides,299,-0.005718157
2017,Fall,332,Achnatherum hymenoides,251,0.089422747
2017,Fall,332,Achnatherum hymenoides,255,-0.005718157
2017,Fall,332,Achnatherum hymenoides,287,-0.005718157
2017,Fall,332,Achnatherum hymenoides,291,-0.005718157
2017,Fall,332,Achnatherum hymenoides,298,-0.005718157
2017,Fall,411,Achnatherum hymenoides,104,1.036207926
2017,Fall,411,Achnatherum hymenoides,173,-0.005718157
2017,Fall,411,Achnatherum hymenoides,175,-0.005718157
2017,Fall,411,Achnatherum hymenoides,201,-0.005718157
2017,Fall,411,Achnatherum hymenoides,226,3.025156298
2017,Fall,412,Achnatherum hymenoides,162,3.012509599
2017,Fall,412,Achnatherum hymenoides,176,1.656774495
2017,Fall,412,Achnatherum hymenoides,178,1.192318796
2017,Fall,412,Achnatherum hymenoides,184,0.202729458
2017,Fall,412,Achnatherum hymenoides,203,1.672440009
2017,Fall,421,Achnatherum hymenoides,200,0.092730885
2017,Fall,421,Achnatherum hymenoides,206,0.262549377
2017,Fall,421,Achnatherum hymenoides,210,0.405906752
2017,Fall,421,Achnatherum hymenoides,215,0.929590337
2017,Fall,421,Achnatherum hymenoides,219,0.879687191
2017,Fall,422,Achnatherum hymenoides,209,-0.005718157
2017,Fall,422,Achnatherum hymenoides,223,0.043589899
2017,Fall,422,Achnatherum hymenoides,224,-0.005718157
2017,Fall,422,Achnatherum hymenoides,225,0.239559072
2017,Fall,422,Achnatherum hymenoides,227,-0.005718157
2017,Fall,431,Achnatherum hymenoides,161,0.155302938
2017,Fall,431,Achnatherum hymenoides,216,-0.005718157
2017,Fall,431,Achnatherum hymenoides,242,-0.005718157
2017,Fall,431,Achnatherum hymenoides,262,-0.005718157
2017,Fall,431,Achnatherum hymenoides,282,0.246956683
2017,Fall,432,Achnatherum hymenoides,124,-0.005718157
2017,Fall,432,Achnatherum hymenoides,146,-0.005718157
2017,Fall,432,Achnatherum hymenoides,165,0.13604843
