Date,PlotID,Species,PlantID,Greenness,Ambient_precipitation,Temperature,Volumetric_water_content,Biomass
10/3/2017,111, Achnatherum hymenoides,107,75,4.9,29.59057,0.03978873,-1
10/23/2017,111, Achnatherum hymenoides,107,65,9,30.01821,0.03775843,-1
10/31/2017,111, Achnatherum hymenoides,107,50,0.8,31.60052,0.03765296,-1
11/15/2017,111, Achnatherum hymenoides,107,10,24.9,29.66666,0.05191112,-1
11/29/2017,111, Achnatherum hymenoides,107,0,2,26.12546,0.05264206,-1
12/13/2017,111, Achnatherum hymenoides,107,0,1.4,28.26081,0.04276604,-1
12/27/2017,111, Achnatherum hymenoides,107,0,0,27.83237,0.03844277,-1
1/11/2018,111, Achnatherum hymenoides,107,0,0,27.83237,0.03844277,-1
1/25/2018,111, Achnatherum hymenoides,107,0,0,23.19698,0.06128882,-1
2/8/2018,111, Achnatherum hymenoides,107,0,2.4,16.63848,0.06167875,-1
2/21/2018,111, Achnatherum hymenoides,107,0,0,13.534,0.05514167,-1
3/8/2018,111, Achnatherum hymenoides,107,5,11.2,12.95655,0.05033942,-1
3/21/2018,111, Achnatherum hymenoides,107,15,4.1,10.67333,0.04616874,-1
4/5/2018,111, Achnatherum hymenoides,107,70,1.4,8.64654,0.04306993,-1
4/19/2018,111, Achnatherum hymenoides,107,80,1.5,3.303282,0.03958235,-1
5/3/2018,111, Achnatherum hymenoides,107,65,15.1,3.22475,0.03842312,-1
5/16/2018,111, Achnatherum hymenoides,107,90,2.6,1.071257,0.03688662,-1
5/30/2018,111, Achnatherum hymenoides,107,70,6,2.011732,0.03674837,-1
6/12/2018,111, Achnatherum hymenoides,107,50,5.4,1.6988,0.03672634,-1
3/10/2016,111, Achnatherum hymenoides,108,10,0.2,9.643577,0.1063533,-1
3/23/2016,111, Achnatherum hymenoides,108,25,4.2,12.02807,0.1006656,-1
4/5/2016,111, Achnatherum hymenoides,108,30,3.4,14.08409,0.09572252,-1
4/18/2016,111, Achnatherum hymenoides,108,70,17.5,12.82923,0.08933591,-1
5/2/2016,111, Achnatherum hymenoides,108,55,15.6,14.37487,0.08420591,-1
5/16/2016,111, Achnatherum hymenoides,108,65,0.1,20.9468,0.08304156,-1
5/31/2016,111, Achnatherum hymenoides,108,75,1.3,20.79446,0.075801,-1
6/13/2016,111, Achnatherum hymenoides,108,45,0.7,27.47152,0.06515525,-1
6/27/2016,111, Achnatherum hymenoides,108,45,12.9,29.23609,0.05517721,-1
7/11/2016,111, Achnatherum hymenoides,108,80,3,27.55714,0.0487583,-1
7/25/2016,111, Achnatherum hymenoides,108,75,30.5,30.49209,0.04631387,-1
8/8/2016,111, Achnatherum hymenoides,108,70,19.8,31.2565,0.04295753,-1
8/22/2016,111, Achnatherum hymenoides,108,20,13.5,28.62359,0.04381124,-1
9/6/2016,111, Achnatherum hymenoides,108,55,0.9,23.75445,0.0432823,-1
9/19/2016,111, Achnatherum hymenoides,108,20,3.4,24.39311,0.04343338,-1
10/3/2016,111, Achnatherum hymenoides,108,45,0,21.67662,0.03948479,-1
10/24/2016,111, Achnatherum hymenoides,108,5,9.5,18.20906,0.03678611,-1
11/18/2016,111, Achnatherum hymenoides,108,0,1.6,19.6132,0.03635648,-1
11/30/2016,111, Achnatherum hymenoides,108,0,9.4,16.94209,0.03478316,-1
12/13/2016,111, Achnatherum hymenoides,108,0,0.1,11.86918,0.03263226,-1
1/6/2017,111, Achnatherum hymenoides,108,0,0.1,11.86918,0.03263226,-1
2/8/2017,111, Achnatherum hymenoides,108,0,16,6.035014,0.03005609,-1
2/22/2017,111, Achnatherum hymenoides,108,10,16,6.035014,0.03005609,-1
3/7/2017,111, Achnatherum hymenoides,108,10,6.8,1.694694,0.02752924,-1
3/21/2017,111, Achnatherum hymenoides,108,55,10.5,1.34309,0.0271922,-1
4/4/2017,111, Achnatherum hymenoides,108,40,0,2.648878,0.02760611,-1
4/18/2017,111, Achnatherum hymenoides,108,45,9.1,3.258884,0.02950067,-1
5/3/2017,111, Achnatherum hymenoides,108,50,7.7,0.5181972,0.03277624,-1
5/16/2017,111, Achnatherum hymenoides,108,70,0,8.960372,0.04203829,-1
5/30/2017,111, Achnatherum hymenoides,108,85,7.5,5.530694,0.0466635,-1
6/13/2017,111, Achnatherum hymenoides,108,75,0,9.519945,0.05246459,-1
6/27/2017,111, Achnatherum hymenoides,108,70,2.7,15.05341,0.05916361,-1
7/11/2017,111, Achnatherum hymenoides,108,80,13.7,12.14375,0.05740445,-1
7/27/2017,111, Achnatherum hymenoides,108,70,0,17.88595,0.05580175,-1
8/8/2017,111, Achnatherum hymenoides,108,80,0,16.79141,0.04652263,-1
8/23/2017,111, Achnatherum hymenoides,108,80,0,21.31466,0.04200986,-1
9/5/2017,111, Achnatherum hymenoides,108,80,14.4,22.51749,0.04171543,-1
9/19/2017,111, Achnatherum hymenoides,108,75,39.8,26.56021,0.0407337,-1
10/3/2017,111, Achnatherum hymenoides,108,85,4.9,29.59057,0.03978873,-1
10/23/2017,111, Achnatherum hymenoides,108,50,9,30.01821,0.03775843,-1
10/31/2017,111, Achnatherum hymenoides,108,45,0.8,31.60052,0.03765296,-1
11/15/2017,111, Achnatherum hymenoides,108,20,24.9,29.66666,0.05191112,-1
11/29/2017,111, Achnatherum hymenoides,108,0,2,26.12546,0.05264206,-1
12/13/2017,111, Achnatherum hymenoides,108,0,1.4,28.26081,0.04276604,-1
12/27/2017,111, Achnatherum hymenoides,108,0,0,27.83237,0.03844277,-1
1/11/2018,111, Achnatherum hymenoides,108,0,0,27.83237,0.03844277,-1
1/25/2018,111, Achnatherum hymenoides,108,0,0,23.19698,0.06128882,-1
2/8/2018,111, Achnatherum hymenoides,108,0,2.4,16.63848,0.06167875,-1
2/21/2018,111, Achnatherum hymenoides,108,0,0,13.534,0.05514167,-1
3/8/2018,111, Achnatherum hymenoides,108,10,11.2,12.95655,0.05033942,-1
3/21/2018,111, Achnatherum hymenoides,108,40,4.1,10.67333,0.04616874,-1
4/5/2018,111, Achnatherum hymenoides,108,50,1.4,8.64654,0.04306993,-1
4/19/2018,111, Achnatherum hymenoides,108,50,1.5,3.303282,0.03958235,-1
5/3/2018,111, Achnatherum hymenoides,108,70,15.1,3.22475,0.03842312,-1
5/16/2018,111, Achnatherum hymenoides,108,10,2.6,1.071257,0.03688662,-1
5/30/2018,111, Achnatherum hymenoides,108,85,6,2.011732,0.03674837,-1
6/12/2018,111, Achnatherum hymenoides,108,35,5.4,1.6988,0.03672634,-1
3/10/2016,111, Achnatherum hymenoides,110,15,0.2,9.643577,0.1063533,-1
3/23/2016,111, Achnatherum hymenoides,110,30,4.2,12.02807,0.1006656,-1
4/5/2016,111, Achnatherum hymenoides,110,40,3.4,14.08409,0.09572252,-1
4/18/2016,111, Achnatherum hymenoides,110,65,17.5,12.82923,0.08933591,-1
5/2/2016,111, Achnatherum hymenoides,110,60,15.6,14.37487,0.08420591,-1
5/16/2016,111, Achnatherum hymenoides,110,75,0.1,20.9468,0.08304156,-1
5/31/2016,111, Achnatherum hymenoides,110,70,1.3,20.79446,0.075801,-1
6/13/2016,111, Achnatherum hymenoides,110,70,0.7,27.47152,0.06515525,-1
6/27/2016,111, Achnatherum hymenoides,110,45,12.9,29.23609,0.05517721,-1
7/11/2016,111, Achnatherum hymenoides,110,80,3,27.55714,0.0487583,-1
7/25/2016,111, Achnatherum hymenoides,110,60,30.5,30.49209,0.04631387,-1
8/8/2016,111, Achnatherum hymenoides,110,75,19.8,31.2565,0.04295753,-1
8/22/2016,111, Achnatherum hymenoides,110,40,13.5,28.62359,0.04381124,-1
9/6/2016,111, Achnatherum hymenoides,110,65,0.9,23.75445,0.0432823,-1
9/19/2016,111, Achnatherum hymenoides,110,60,3.4,24.39311,0.04343338,-1
10/3/2016,111, Achnatherum hymenoides,110,75,0,21.67662,0.03948479,-1
10/24/2016,111, Achnatherum hymenoides,110,10,9.5,18.20906,0.03678611,-1
11/18/2016,111, Achnatherum hymenoides,110,5,1.6,19.6132,0.03635648,-1
11/30/2016,111, Achnatherum hymenoides,110,0,9.4,16.94209,0.03478316,-1
12/13/2016,111, Achnatherum hymenoides,110,0,0.1,11.86918,0.03263226,-1
1/6/2017,111, Achnatherum hymenoides,110,0,0.1,11.86918,0.03263226,-1
2/8/2017,111, Achnatherum hymenoides,110,0,16,6.035014,0.03005609,-1
2/22/2017,111, Achnatherum hymenoides,110,15,16,6.035014,0.03005609,-1
3/7/2017,111, Achnatherum hymenoides,110,40,6.8,1.694694,0.02752924,-1
3/21/2017,111, Achnatherum hymenoides,110,70,10.5,1.34309,0.0271922,-1
4/4/2017,111, Achnatherum hymenoides,110,70,0,2.648878,0.02760611,-1
4/18/2017,111, Achnatherum hymenoides,110,75,9.1,3.258884,0.02950067,-1
5/3/2017,111, Achnatherum hymenoides,110,80,7.7,0.5181972,0.03277624,-1
5/16/2017,111, Achnatherum hymenoides,110,85,0,8.960372,0.04203829,-1
5/30/2017,111, Achnatherum hymenoides,110,85,7.5,5.530694,0.0466635,-1
6/13/2017,111, Achnatherum hymenoides,110,80,0,9.519945,0.05246459,-1
6/27/2017,111, Achnatherum hymenoides,110,60,2.7,15.05341,0.05916361,-1
7/11/2017,111, Achnatherum hymenoides,110,75,13.7,12.14375,0.05740445,-1
7/27/2017,111, Achnatherum hymenoides,110,85,0,17.88595,0.05580175,-1
8/8/2017,111, Achnatherum hymenoides,110,90,0,16.79141,0.04652263,-1
8/23/2017,111, Achnatherum hymenoides,110,80,0,21.31466,0.04200986,-1
9/5/2017,111, Achnatherum hymenoides,110,70,14.4,22.51749,0.04171543,-1
9/19/2017,111, Achnatherum hymenoides,110,85,39.8,26.56021,0.0407337,-1
10/3/2017,111, Achnatherum hymenoides,110,75,4.9,29.59057,0.03978873,-1
10/23/2017,111, Achnatherum hymenoides,110,75,9,30.01821,0.03775843,-1
10/31/2017,111, Achnatherum hymenoides,110,90,0.8,31.60052,0.03765296,-1
11/15/2017,111, Achnatherum hymenoides,110,45,24.9,29.66666,0.05191112,-1
11/29/2017,111, Achnatherum hymenoides,110,0,2,26.12546,0.05264206,-1
12/13/2017,111, Achnatherum hymenoides,110,0,1.4,28.26081,0.04276604,-1
12/27/2017,111, Achnatherum hymenoides,110,0,0,27.83237,0.03844277,-1
1/11/2018,111, Achnatherum hymenoides,110,0,0,27.83237,0.03844277,-1
1/25/2018,111, Achnatherum hymenoides,110,0,0,23.19698,0.06128882,-1
2/8/2018,111, Achnatherum hymenoides,110,0,2.4,16.63848,0.06167875,-1
2/21/2018,111, Achnatherum hymenoides,110,0,0,13.534,0.05514167,-1
3/8/2018,111, Achnatherum hymenoides,110,25,11.2,12.95655,0.05033942,-1
3/21/2018,111, Achnatherum hymenoides,110,55,4.1,10.67333,0.04616874,-1
4/5/2018,111, Achnatherum hymenoides,110,55,1.4,8.64654,0.04306993,-1
4/19/2018,111, Achnatherum hymenoides,110,55,1.5,3.303282,0.03958235,-1
5/3/2018,111, Achnatherum hymenoides,110,70,15.1,3.22475,0.03842312,-1
5/16/2018,111, Achnatherum hymenoides,110,70,2.6,1.071257,0.03688662,-1
5/30/2018,111, Achnatherum hymenoides,110,75,6,2.011732,0.03674837,-1
6/12/2018,111, Achnatherum hymenoides,110,45,5.4,1.6988,0.03672634,-1
3/10/2016,111, Achnatherum hymenoides,119,20,0.2,9.643577,0.1063533,-1
3/23/2016,111, Achnatherum hymenoides,119,45,4.2,12.02807,0.1006656,-1
4/5/2016,111, Achnatherum hymenoides,119,50,3.4,14.08409,0.09572252,-1
4/18/2016,111, Achnatherum hymenoides,119,42,17.5,12.82923,0.08933591,-1
5/2/2016,111, Achnatherum hymenoides,119,65,15.6,14.37487,0.08420591,-1
5/16/2016,111, Achnatherum hymenoides,119,85,0.1,20.9468,0.08304156,-1
5/31/2016,111, Achnatherum hymenoides,119,85,1.3,20.79446,0.075801,-1
6/13/2016,111, Achnatherum hymenoides,119,50,0.7,27.47152,0.06515525,-1
6/27/2016,111, Achnatherum hymenoides,119,55,12.9,29.23609,0.05517721,-1
7/11/2016,111, Achnatherum hymenoides,119,55,3,27.55714,0.0487583,-1
7/25/2016,111, Achnatherum hymenoides,119,85,30.5,30.49209,0.04631387,-1
8/8/2016,111, Achnatherum hymenoides,119,55,19.8,31.2565,0.04295753,-1
8/22/2016,111, Achnatherum hymenoides,119,15,13.5,28.62359,0.04381124,-1
9/6/2016,111, Achnatherum hymenoides,119,30,0.9,23.75445,0.0432823,-1
9/19/2016,111, Achnatherum hymenoides,119,50,3.4,24.39311,0.04343338,-1
10/3/2016,111, Achnatherum hymenoides,119,55,0,21.67662,0.03948479,-1
10/24/2016,111, Achnatherum hymenoides,119,5,9.5,18.20906,0.03678611,-1
11/18/2016,111, Achnatherum hymenoides,119,5,1.6,19.6132,0.03635648,-1
11/30/2016,111, Achnatherum hymenoides,119,5,9.4,16.94209,0.03478316,-1
12/13/2016,111, Achnatherum hymenoides,119,0,0.1,11.86918,0.03263226,-1
1/6/2017,111, Achnatherum hymenoides,119,0,0.1,11.86918,0.03263226,-1
2/8/2017,111, Achnatherum hymenoides,119,0,16,6.035014,0.03005609,-1
2/22/2017,111, Achnatherum hymenoides,119,5,16,6.035014,0.03005609,-1
3/7/2017,111, Achnatherum hymenoides,119,30,6.8,1.694694,0.02752924,-1
3/21/2017,111, Achnatherum hymenoides,119,65,10.5,1.34309,0.0271922,-1
4/4/2017,111, Achnatherum hymenoides,119,80,0,2.648878,0.02760611,-1
4/18/2017,111, Achnatherum hymenoides,119,60,9.1,3.258884,0.02950067,-1
5/3/2017,111, Achnatherum hymenoides,119,90,7.7,0.5181972,0.03277624,-1
5/16/2017,111, Achnatherum hymenoides,119,75,0,8.960372,0.04203829,-1
5/30/2017,111, Achnatherum hymenoides,119,75,7.5,5.530694,0.0466635,-1
6/13/2017,111, Achnatherum hymenoides,119,25,0,9.519945,0.05246459,-1
6/27/2017,111, Achnatherum hymenoides,119,40,2.7,15.05341,0.05916361,-1
7/11/2017,111, Achnatherum hymenoides,119,45,13.7,12.14375,0.05740445,-1
7/27/2017,111, Achnatherum hymenoides,119,60,0,17.88595,0.05580175,-1
8/8/2017,111, Achnatherum hymenoides,119,65,0,16.79141,0.04652263,-1
8/23/2017,111, Achnatherum hymenoides,119,70,0,21.31466,0.04200986,-1
9/5/2017,111, Achnatherum hymenoides,119,45,14.4,22.51749,0.04171543,-1
9/19/2017,111, Achnatherum hymenoides,119,70,39.8,26.56021,0.0407337,-1
10/3/2017,111, Achnatherum hymenoides,119,75,4.9,29.59057,0.03978873,-1
10/23/2017,111, Achnatherum hymenoides,119,65,9,30.01821,0.03775843,-1
10/31/2017,111, Achnatherum hymenoides,119,30,0.8,31.60052,0.03765296,-1
11/15/2017,111, Achnatherum hymenoides,119,10,24.9,29.66666,0.05191112,-1
11/29/2017,111, Achnatherum hymenoides,119,0,2,26.12546,0.05264206,-1
12/13/2017,111, Achnatherum hymenoides,119,0,1.4,28.26081,0.04276604,-1
12/27/2017,111, Achnatherum hymenoides,119,0,0,27.83237,0.03844277,-1
1/11/2018,111, Achnatherum hymenoides,119,0,0,27.83237,0.03844277,-1
1/25/2018,111, Achnatherum hymenoides,119,0,0,23.19698,0.06128882,-1
2/8/2018,111, Achnatherum hymenoides,119,0,2.4,16.63848,0.06167875,-1
2/21/2018,111, Achnatherum hymenoides,119,5,0,13.534,0.05514167,-1
3/8/2018,111, Achnatherum hymenoides,119,25,11.2,12.95655,0.05033942,-1
3/21/2018,111, Achnatherum hymenoides,119,50,4.1,10.67333,0.04616874,-1
4/5/2018,111, Achnatherum hymenoides,119,55,1.4,8.64654,0.04306993,-1
4/19/2018,111, Achnatherum hymenoides,119,60,1.5,3.303282,0.03958235,-1
5/3/2018,111, Achnatherum hymenoides,119,75,15.1,3.22475,0.03842312,-1
5/16/2018,111, Achnatherum hymenoides,119,85,2.6,1.071257,0.03688662,-1
5/30/2018,111, Achnatherum hymenoides,119,55,6,2.011732,0.03674837,-1
6/12/2018,111, Achnatherum hymenoides,119,15,5.4,1.6988,0.03672634,-1
3/10/2016,111, Achnatherum hymenoides,129,5,0.2,9.643577,0.1063533,-1
3/23/2016,111, Achnatherum hymenoides,129,20,4.2,12.02807,0.1006656,-1
4/5/2016,111, Achnatherum hymenoides,129,30,3.4,14.08409,0.09572252,-1
4/18/2016,111, Achnatherum hymenoides,129,25,17.5,12.82923,0.08933591,-1
5/2/2016,111, Achnatherum hymenoides,129,40,15.6,14.37487,0.08420591,-1
5/16/2016,111, Achnatherum hymenoides,129,65,0.1,20.9468,0.08304156,-1
5/31/2016,111, Achnatherum hymenoides,129,30,1.3,20.79446,0.075801,-1
6/13/2016,111, Achnatherum hymenoides,129,20,0.7,27.47152,0.06515525,-1
6/27/2016,111, Achnatherum hymenoides,129,20,12.9,29.23609,0.05517721,-1
7/11/2016,111, Achnatherum hymenoides,129,90,3,27.55714,0.0487583,-1
7/25/2016,111, Achnatherum hymenoides,129,60,30.5,30.49209,0.04631387,-1
8/8/2016,111, Achnatherum hymenoides,129,80,19.8,31.2565,0.04295753,-1
8/22/2016,111, Achnatherum hymenoides,129,20,13.5,28.62359,0.04381124,-1
9/6/2016,111, Achnatherum hymenoides,129,10,0.9,23.75445,0.0432823,-1
9/19/2016,111, Achnatherum hymenoides,129,0,3.4,24.39311,0.04343338,-1
10/3/2016,111, Achnatherum hymenoides,129,50,0,21.67662,0.03948479,-1
10/24/2016,111, Achnatherum hymenoides,129,0,9.5,18.20906,0.03678611,-1
11/18/2016,111, Achnatherum hymenoides,129,0,1.6,19.6132,0.03635648,-1
11/30/2016,111, Achnatherum hymenoides,129,0,9.4,16.94209,0.03478316,-1
12/13/2016,111, Achnatherum hymenoides,129,0,0.1,11.86918,0.03263226,-1
1/6/2017,111, Achnatherum hymenoides,129,0,0.1,11.86918,0.03263226,-1
2/8/2017,111, Achnatherum hymenoides,129,0,16,6.035014,0.03005609,-1
2/22/2017,111, Achnatherum hymenoides,129,5,16,6.035014,0.03005609,-1
3/7/2017,111, Achnatherum hymenoides,129,10,6.8,1.694694,0.02752924,-1
3/21/2017,111, Achnatherum hymenoides,129,20,10.5,1.34309,0.0271922,-1
4/4/2017,111, Achnatherum hymenoides,129,70,0,2.648878,0.02760611,-1
4/18/2017,111, Achnatherum hymenoides,129,85,9.1,3.258884,0.02950067,-1
5/3/2017,111, Achnatherum hymenoides,129,85,7.7,0.5181972,0.03277624,-1
5/16/2017,111, Achnatherum hymenoides,129,95,0,8.960372,0.04203829,-1
5/30/2017,111, Achnatherum hymenoides,129,70,7.5,5.530694,0.0466635,-1
6/13/2017,111, Achnatherum hymenoides,129,85,0,9.519945,0.05246459,-1
6/27/2017,111, Achnatherum hymenoides,129,75,2.7,15.05341,0.05916361,-1
7/11/2017,111, Achnatherum hymenoides,129,70,13.7,12.14375,0.05740445,-1
7/27/2017,111, Achnatherum hymenoides,129,85,0,17.88595,0.05580175,-1
8/8/2017,111, Achnatherum hymenoides,129,85,0,16.79141,0.04652263,-1
8/23/2017,111, Achnatherum hymenoides,129,70,0,21.31466,0.04200986,-1
9/5/2017,111, Achnatherum hymenoides,129,45,14.4,22.51749,0.04171543,-1
9/19/2017,111, Achnatherum hymenoides,129,70,39.8,26.56021,0.0407337,-1
10/3/2017,111, Achnatherum hymenoides,129,80,4.9,29.59057,0.03978873,-1
10/23/2017,111, Achnatherum hymenoides,129,65,9,30.01821,0.03775843,-1
10/31/2017,111, Achnatherum hymenoides,129,40,0.8,31.60052,0.03765296,-1
11/15/2017,111, Achnatherum hymenoides,129,25,24.9,29.66666,0.05191112,-1
11/29/2017,111, Achnatherum hymenoides,129,0,2,26.12546,0.05264206,-1
12/13/2017,111, Achnatherum hymenoides,129,0,1.4,28.26081,0.04276604,-1
12/27/2017,111, Achnatherum hymenoides,129,0,0,27.83237,0.03844277,-1
1/11/2018,111, Achnatherum hymenoides,129,0,0,27.83237,0.03844277,-1
1/25/2018,111, Achnatherum hymenoides,129,0,0,23.19698,0.06128882,-1
2/8/2018,111, Achnatherum hymenoides,129,0,2.4,16.63848,0.06167875,-1
2/21/2018,111, Achnatherum hymenoides,129,0,0,13.534,0.05514167,-1
3/8/2018,111, Achnatherum hymenoides,129,10,11.2,12.95655,0.05033942,-1
3/21/2018,111, Achnatherum hymenoides,129,50,4.1,10.67333,0.04616874,-1
4/5/2018,111, Achnatherum hymenoides,129,65,1.4,8.64654,0.04306993,-1
4/19/2018,111, Achnatherum hymenoides,129,50,1.5,3.303282,0.03958235,-1
5/3/2018,111, Achnatherum hymenoides,129,60,15.1,3.22475,0.03842312,-1
5/16/2018,111, Achnatherum hymenoides,129,75,2.6,1.071257,0.03688662,-1
5/30/2018,111, Achnatherum hymenoides,129,55,6,2.011732,0.03674837,-1
6/12/2018,111, Achnatherum hymenoides,129,55,5.4,1.6988,0.03672634,-1
3/10/2016,111, Pleuraphis jamesii,420,0,0.2,9.643577,0.1063533,-1
3/23/2016,111, Pleuraphis jamesii,420,5,4.2,12.02807,0.1006656,-1
4/5/2016,111, Pleuraphis jamesii,420,10,3.4,14.08409,0.09572252,-1
4/18/2016,111, Pleuraphis jamesii,420,15,17.5,12.82923,0.08933591,-1
5/2/2016,111, Pleuraphis jamesii,420,30,15.6,14.37487,0.08420591,-1
5/16/2016,111, Pleuraphis jamesii,420,35,0.1,20.9468,0.08304156,-1
5/31/2016,111, Pleuraphis jamesii,420,40,1.3,20.79446,0.075801,-1
6/13/2016,111, Pleuraphis jamesii,420,35,0.7,27.47152,0.06515525,-1
6/27/2016,111, Pleuraphis jamesii,420,45,12.9,29.23609,0.05517721,-1
7/11/2016,111, Pleuraphis jamesii,420,35,3,27.55714,0.0487583,-1
7/25/2016,111, Pleuraphis jamesii,420,25,30.5,30.49209,0.04631387,-1
8/8/2016,111, Pleuraphis jamesii,420,15,19.8,31.2565,0.04295753,-1
8/22/2016,111, Pleuraphis jamesii,420,5,13.5,28.62359,0.04381124,-1
9/6/2016,111, Pleuraphis jamesii,420,35,0.9,23.75445,0.0432823,-1
9/19/2016,111, Pleuraphis jamesii,420,45,3.4,24.39311,0.04343338,-1
10/3/2016,111, Pleuraphis jamesii,420,30,0,21.67662,0.03948479,-1
10/24/2016,111, Pleuraphis jamesii,420,0,9.5,18.20906,0.03678611,-1
11/18/2016,111, Pleuraphis jamesii,420,0,1.6,19.6132,0.03635648,-1
11/30/2016,111, Pleuraphis jamesii,420,0,9.4,16.94209,0.03478316,-1
3/21/2017,111, Pleuraphis jamesii,420,15,6.8,1.694694,0.02752924,-1
4/4/2017,111, Pleuraphis jamesii,420,20,10.5,1.34309,0.0271922,-1
4/18/2017,111, Pleuraphis jamesii,420,50,0,2.648878,0.02760611,-1
5/3/2017,111, Pleuraphis jamesii,420,40,9.1,3.258884,0.02950067,-1
5/16/2017,111, Pleuraphis jamesii,420,60,7.7,0.5181972,0.03277624,-1
5/30/2017,111, Pleuraphis jamesii,420,50,0,8.960372,0.04203829,-1
6/13/2017,111, Pleuraphis jamesii,420,50,7.5,5.530694,0.0466635,-1
6/27/2017,111, Pleuraphis jamesii,420,55,0,9.519945,0.05246459,-1
7/11/2017,111, Pleuraphis jamesii,420,40,2.7,15.05341,0.05916361,-1
7/27/2017,111, Pleuraphis jamesii,420,10,13.7,12.14375,0.05740445,-1
8/8/2017,111, Pleuraphis jamesii,420,60,0,17.88595,0.05580175,-1
8/23/2017,111, Pleuraphis jamesii,420,25,0,16.79141,0.04652263,-1
9/5/2017,111, Pleuraphis jamesii,420,40,0,21.31466,0.04200986,-1
9/19/2017,111, Pleuraphis jamesii,420,65,14.4,22.51749,0.04171543,-1
10/3/2017,111, Pleuraphis jamesii,420,55,39.8,26.56021,0.0407337,-1
10/23/2017,111, Pleuraphis jamesii,420,60,4.9,29.59057,0.03978873,-1
10/31/2017,111, Pleuraphis jamesii,420,55,9,30.01821,0.03775843,-1
11/15/2017,111, Pleuraphis jamesii,420,10,0.8,31.60052,0.03765296,-1
11/29/2017,111, Pleuraphis jamesii,420,0,24.9,29.66666,0.05191112,-1
12/13/2017,111, Pleuraphis jamesii,420,0,2,26.12546,0.05264206,-1
12/27/2017,111, Pleuraphis jamesii,420,0,1.4,28.26081,0.04276604,-1
1/11/2018,111, Pleuraphis jamesii,420,0,0,23.19698,0.06128882,-1
1/25/2018,111, Pleuraphis jamesii,420,0,2.4,16.63848,0.06167875,-1
